id,caption,qas
coco_55923,"The kitchen is lit with overhead lights, shining on the cupboard and sink","[{""question"": ""is this a kitchen?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""kitchen""}, {""question"": ""is there a cupboard?"", ""answer"": ""yes""}, {""question"": ""is there a sink?"", ""answer"": ""yes""}, {""question"": ""is the kitchen lit?"", ""answer"": ""yes""}, {""question"": ""are there overhead lights?"", ""answer"": ""yes""}, {""question"": ""what type of lights are these?"", ""answer"": ""overhead lights""}, {""question"": ""are the overhead lights shining on the cupboard and sink?"", ""answer"": ""yes""}]"
coco_803576,a man rides his skateboard on a small ledge while another man lights the spray from a can on fire,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""who is riding a skateboard?"", ""answer"": ""man""}, {""question"": ""is this a skateboard?"", ""answer"": ""yes""}, {""question"": ""is there a ledge?"", ""answer"": ""yes""}, {""question"": ""is there a man?"", ""answer"": ""yes""}, {""question"": ""who is lighting the spray from a can on fire?"", ""answer"": ""man""}, {""question"": ""is there spray from a can?"", ""answer"": ""yes""}, {""question"": ""is there a can?"", ""answer"": ""yes""}, {""question"": ""is the man riding a skateboard?"", ""answer"": ""yes""}, {""question"": ""is the man lighting the spray from a can on fire?"", ""answer"": ""yes""}, {""question"": ""is the ledge small?"", ""answer"": ""yes""}, {""question"": ""is the ledge small or large?"", ""answer"": ""small""}, {""question"": ""is the spray from a can on fire?"", ""answer"": ""yes""}]"
coco_270966,A woman smiling near a large clock on the wall.,"[{""question"": ""is this a woman?"", ""answer"": ""yes""}, {""question"": ""who is smiling near a large clock?"", ""answer"": ""woman""}, {""question"": ""is there a clock on the wall?"", ""answer"": ""yes""}, {""question"": ""what type of object is this?"", ""answer"": ""clock""}, {""question"": ""is there a wall?"", ""answer"": ""yes""}, {""question"": ""is the woman smiling?"", ""answer"": ""yes""}, {""question"": ""what is the woman doing?"", ""answer"": ""smiling""}, {""question"": ""is the clock large?"", ""answer"": ""yes""}, {""question"": ""is the clock large or small?"", ""answer"": ""large""}, {""question"": ""is the woman near the clock?"", ""answer"": ""yes""}, {""question"": ""is the woman near or far from the clock?"", ""answer"": ""near""}]"
coco_655075,a man that has a shirt and a tie,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""who is wearing a shirt and a tie?"", ""answer"": ""man""}, {""question"": ""is the man wearing a shirt?"", ""answer"": ""yes""}]"
coco_292534,A red motorcycle parked by paint chipped doors.,"[{""question"": ""is this a motorcycle?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""motorcycle""}, {""question"": ""are there doors?"", ""answer"": ""yes""}, {""question"": ""is the motorcycle parked?"", ""answer"": ""yes""}, {""question"": ""is the motorcycle red?"", ""answer"": ""yes""}, {""question"": ""what color is the motorcycle?"", ""answer"": ""red""}, {""question"": ""are the doors paint chipped?"", ""answer"": ""yes""}]"
coco_629390,A silver sports car is parked beside horse droppings left by a group of horses.,"[{""question"": ""is this a sports car?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""sports car""}, {""question"": ""are there horse droppings?"", ""answer"": ""yes""}, {""question"": ""what is on the ground?"", ""answer"": ""horse droppings""}, {""question"": ""are there horses?"", ""answer"": ""yes""}, {""question"": ""what animals are in the picture?"", ""answer"": ""horses""}, {""question"": ""is the sports car parked?"", ""answer"": ""yes""}, {""question"": ""is the sports car silver?"", ""answer"": ""yes""}, {""question"": ""what color is the sports car?"", ""answer"": ""silver""}, {""question"": ""is the sports car parked beside the horse droppings?"", ""answer"": ""yes""}, {""question"": ""is there a group of horses?"", ""answer"": ""yes""}, {""question"": ""were the horse droppings left by the horses?"", ""answer"": ""yes""}]"
coco_566031,four different pictures of a variety of foods,"[{""question"": ""are there four different pictures of a variety of foods?"", ""answer"": ""yes""}, {""question"": ""are there a variety of foods?"", ""answer"": ""yes""}, {""question"": ""are there four pictures?"", ""answer"": ""yes""}, {""question"": ""how many pictures are there?"", ""answer"": ""4""}, {""question"": ""are the pictures different?"", ""answer"": ""yes""}, {""question"": ""is there a variety of foods?"", ""answer"": ""yes""}, {""question"": ""is there a variety or a single type of food?"", ""answer"": ""variety""}]"
coco_205926,an airport lobby with a woman hauling baggage,"[{""question"": ""is this an airport lobby?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""airport lobby""}, {""question"": ""is this a woman?"", ""answer"": ""yes""}, {""question"": ""who is hauling baggage?"", ""answer"": ""woman""}, {""question"": ""is there baggage?"", ""answer"": ""yes""}, {""question"": ""what is the woman hauling?"", ""answer"": ""baggage""}, {""question"": ""is the woman hauling baggage?"", ""answer"": ""yes""}]"
coco_358349,a woman looking a mirror whiile brushing her teeth ,"[{""question"": ""is this a woman?"", ""answer"": ""yes""}, {""question"": ""who is looking at the mirror?"", ""answer"": ""woman""}, {""question"": ""is there a mirror?"", ""answer"": ""yes""}, {""question"": ""what type of object is this?"", ""answer"": ""mirror""}, {""question"": ""are there teeth?"", ""answer"": ""yes""}, {""question"": ""what is the woman brushing?"", ""answer"": ""teeth""}, {""question"": ""is the woman looking at the mirror?"", ""answer"": ""yes""}, {""question"": ""is the woman brushing her teeth?"", ""answer"": ""yes""}]"
coco_65333,A red-brick wall with a gray bench in a lush green space.,"[{""question"": ""is there a wall?"", ""answer"": ""yes""}, {""question"": ""what type of structure is this?"", ""answer"": ""wall""}, {""question"": ""is there a bench?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""bench""}, {""question"": ""is this a space?"", ""answer"": ""yes""}, {""question"": ""is the wall red-brick?"", ""answer"": ""yes""}, {""question"": ""is the bench gray?"", ""answer"": ""yes""}, {""question"": ""what color is the bench?"", ""answer"": ""gray""}, {""question"": ""is the space green?"", ""answer"": ""yes""}, {""question"": ""what color is the space?"", ""answer"": ""green""}, {""question"": ""is the space lush?"", ""answer"": ""yes""}, {""question"": ""is the space lush or barren?"", ""answer"": ""lush""}]"
coco_775892,a couple of kids in yellow shirts are sitting together,"[{""question"": ""are there kids?"", ""answer"": ""yes""}, {""question"": ""are the kids wearing shirts?"", ""answer"": ""yes""}, {""question"": ""what are the kids wearing?"", ""answer"": ""shirts""}, {""question"": ""are the kids sitting?"", ""answer"": ""yes""}, {""question"": ""what are the kids doing?"", ""answer"": ""sitting""}, {""question"": ""are the shirts yellow?"", ""answer"": ""yes""}, {""question"": ""what color are the shirts?"", ""answer"": ""yellow""}, {""question"": ""are there a couple of kids?"", ""answer"": ""yes""}, {""question"": ""are the kids sitting together?"", ""answer"": ""yes""}, {""question"": ""are the kids sitting together or apart?"", ""answer"": ""together""}]"
coco_295045,Night time view of empty streets in commercial district.,"[{""question"": ""is this a night time view?"", ""answer"": ""yes""}, {""question"": ""is this a night time or a day time view?"", ""answer"": ""night time""}, {""question"": ""are the streets empty?"", ""answer"": ""yes""}, {""question"": ""are the streets empty or full?"", ""answer"": ""empty""}, {""question"": ""is this a view?"", ""answer"": ""yes""}]"
coco_476499,a display of figurines and books as an art piece,"[{""question"": ""are there figurines?"", ""answer"": ""yes""}, {""question"": ""are there books?"", ""answer"": ""yes""}, {""question"": ""is this a display?"", ""answer"": ""yes""}, {""question"": ""is this an art piece?"", ""answer"": ""yes""}]"
coco_732307,"This is a room with a reclined sofa, desk, and wall decorations.","[{""question"": ""is this a room?"", ""answer"": ""yes""}, {""question"": ""is there a reclined sofa?"", ""answer"": ""yes""}, {""question"": ""is there a desk?"", ""answer"": ""yes""}, {""question"": ""are there wall decorations?"", ""answer"": ""yes""}, {""question"": ""what type of decoration is this?"", ""answer"": ""wall decorations""}]"
coco_131259,A man blowing out candles on a cake.,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""are there candles on the cake?"", ""answer"": ""yes""}, {""question"": ""is this a cake?"", ""answer"": ""yes""}, {""question"": ""what type of food is this?"", ""answer"": ""cake""}, {""question"": ""is the man blowing out candles?"", ""answer"": ""yes""}]"
coco_461808,An unmade bed with pillows and a decorative head board.,"[{""question"": ""is this a bed?"", ""answer"": ""yes""}, {""question"": ""are there pillows on the bed?"", ""answer"": ""yes""}, {""question"": ""is the bed unmade?"", ""answer"": ""yes""}, {""question"": ""is the bed made or unmade?"", ""answer"": ""unmade""}, {""question"": ""is the head board decorative?"", ""answer"": ""yes""}, {""question"": ""is the head board decorative or functional?"", ""answer"": ""decorative""}]"
coco_686457,this woman is at a desk using a computer,"[{""question"": ""is this a woman?"", ""answer"": ""yes""}, {""question"": ""who is at a desk?"", ""answer"": ""woman""}, {""question"": ""is there a desk?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""desk""}, {""question"": ""is there a computer?"", ""answer"": ""yes""}, {""question"": ""what type of electronic device is this?"", ""answer"": ""computer""}, {""question"": ""is the woman using a computer?"", ""answer"": ""yes""}]"
coco_769180,A man and a girl standing next to two cakes in the kitchen. ,"[{""question"": ""are there two cakes in the kitchen?"", ""answer"": ""yes""}, {""question"": ""what type of food is in the kitchen?"", ""answer"": ""cakes""}, {""question"": ""is this a kitchen?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""kitchen""}, {""question"": ""are the man and girl standing next to two cakes in the kitchen?"", ""answer"": ""yes""}]"
coco_104794,a man on a soccer field dressed in a soccer uniform kicking a soccer ball,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""who is on the soccer field?"", ""answer"": ""man""}, {""question"": ""is this a soccer field?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""soccer field""}, {""question"": ""is the man dressed in a soccer uniform?"", ""answer"": ""yes""}, {""question"": ""what is the man wearing?"", ""answer"": ""soccer uniform""}, {""question"": ""is the man kicking a soccer ball?"", ""answer"": ""yes""}, {""question"": ""what is the man kicking?"", ""answer"": ""soccer ball""}, {""question"": ""is the man kicking something?"", ""answer"": ""yes""}]"
coco_90398,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,"[{""question"": ""is this a kitten?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""kitten""}, {""question"": ""what type of furniture is this?"", ""answer"": ""bed""}, {""question"": ""is the kitten lying?"", ""answer"": ""yes""}, {""question"": ""is the kitten caramel-colored?"", ""answer"": ""yes""}, {""question"": ""is the blanket small?"", ""answer"": ""yes""}, {""question"": ""is the blanket small or large?"", ""answer"": ""small""}, {""question"": ""is the bed unmade?"", ""answer"": ""yes""}, {""question"": ""is the bed unmade or made?"", ""answer"": ""unmade""}, {""question"": ""is the kitten lying on top of the blanket?"", ""answer"": ""yes""}, {""question"": ""is the kitten on top of or under the blanket?"", ""answer"": ""on top of""}]"
coco_708352,a cat is standing up to a white toilet,"[{""question"": ""is this a cat?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""cat""}, {""question"": ""is there a toilet?"", ""answer"": ""yes""}, {""question"": ""is the cat standing up?"", ""answer"": ""yes""}, {""question"": ""is the toilet white?"", ""answer"": ""yes""}, {""question"": ""what color is the toilet?"", ""answer"": ""white""}]"
